id	client_name	部位id(武器110以上(剑110)，头盔101，衣服102，腰带103，裤子104，鞋子105，时装106，戒指107，徽章108，魂器109,装备类型必须大于100,因为物品类型小于100)	角色id	强化等级	强化获得属性AttrId（当前等级对应属性的绝对值，非累加）	附加属性	[{下降等级,百分比}]	消耗id	武器强化特效，[]是equip_effect表ID
30103058	弓箭腰带强化58	103	3	58	10410058		[{0,100}]	1258	
30103059	弓箭腰带强化59	103	3	59	10410059		[{0,100}]	1259	
30103060	弓箭腰带强化60	103	3	60	10410060		[{0,100}]	1260	
30103061	弓箭腰带强化61	103	3	61	10410061		[{0,100}]	1261	
30103062	弓箭腰带强化62	103	3	62	10410062		[{0,100}]	1262	
30103063	弓箭腰带强化63	103	3	63	10410063		[{0,100}]	1263	
30103064	弓箭腰带强化64	103	3	64	10410064		[{0,100}]	1264	
30103065	弓箭腰带强化65	103	3	65	10410065		[{0,100}]	1265	
30103066	弓箭腰带强化66	103	3	66	10410066		[{0,100}]	1266	
30103067	弓箭腰带强化67	103	3	67	10410067		[{0,100}]	1267	
30103068	弓箭腰带强化68	103	3	68	10410068		[{0,100}]	1268	
30103069	弓箭腰带强化69	103	3	69	10410069		[{0,100}]	1269	
30103070	弓箭腰带强化70	103	3	70	10410070		[{0,100}]	1270	
30103071	弓箭腰带强化71	103	3	71	10410071		[{0,100}]	1271	
30103072	弓箭腰带强化72	103	3	72	10410072		[{0,100}]	1272	
30103073	弓箭腰带强化73	103	3	73	10410073		[{0,100}]	1273	
30103074	弓箭腰带强化74	103	3	74	10410074		[{0,100}]	1274	
30103075	弓箭腰带强化75	103	3	75	10410075		[{0,100}]	1275	
30103076	弓箭腰带强化76	103	3	76	10410076		[{0,100}]	1276	
30103077	弓箭腰带强化77	103	3	77	10410077		[{0,100}]	1277	
30103078	弓箭腰带强化78	103	3	78	10410078		[{0,100}]	1278	
30103079	弓箭腰带强化79	103	3	79	10410079		[{0,100}]	1279	
30103080	弓箭腰带强化80	103	3	80	10410080		[{0,100}]	1280	
30103081	弓箭腰带强化81	103	3	81	10410081		[{0,100}]	1281	
30103082	弓箭腰带强化82	103	3	82	10410082		[{0,100}]	1282	
30103083	弓箭腰带强化83	103	3	83	10410083		[{0,100}]	1283	
30103084	弓箭腰带强化84	103	3	84	10410084		[{0,100}]	1284	
30103085	弓箭腰带强化85	103	3	85	10410085		[{0,100}]	1285	
30103086	弓箭腰带强化86	103	3	86	10410086		[{0,100}]	1286	
30103087	弓箭腰带强化87	103	3	87	10410087		[{0,100}]	1287	
30103088	弓箭腰带强化88	103	3	88	10410088		[{0,100}]	1288	
30103089	弓箭腰带强化89	103	3	89	10410089		[{0,100}]	1289	
30103090	弓箭腰带强化90	103	3	90	10410090		[{0,100}]	1290	
30103091	弓箭腰带强化91	103	3	91	10410091		[{0,100}]	1291	
30103092	弓箭腰带强化92	103	3	92	10410092		[{0,100}]	1292	
30103093	弓箭腰带强化93	103	3	93	10410093		[{0,100}]	1293	
30103094	弓箭腰带强化94	103	3	94	10410094		[{0,100}]	1294	
30103095	弓箭腰带强化95	103	3	95	10410095		[{0,100}]	1295	
30103096	弓箭腰带强化96	103	3	96	10410096		[{0,100}]	1296	
30103097	弓箭腰带强化97	103	3	97	10410097		[{0,100}]	1297	
30103098	弓箭腰带强化98	103	3	98	10410098		[{0,100}]	1298	
30103099	弓箭腰带强化99	103	3	99	10410099		[{0,100}]	1299	
30103100	弓箭腰带强化100	103	3	100	10410100		[{0,100}]	1300	
30104000	弓箭裤子强化0	104	3	0	10510000		[{0,100}]	1	
30104001	弓箭裤子强化1	104	3	1	10510001		[{0,100}]	1201	
30104002	弓箭裤子强化2	104	3	2	10510002		[{0,100}]	1202	
30104003	弓箭裤子强化3	104	3	3	10510003		[{0,100}]	1203	
30104004	弓箭裤子强化4	104	3	4	10510004		[{0,100}]	1204	
30104005	弓箭裤子强化5	104	3	5	10510005		[{0,100}]	1205	
30104006	弓箭裤子强化6	104	3	6	10510006		[{0,100}]	1206	
30104007	弓箭裤子强化7	104	3	7	10510007		[{0,100}]	1207	
30104008	弓箭裤子强化8	104	3	8	10510008		[{0,100}]	1208	
30104009	弓箭裤子强化9	104	3	9	10510009		[{0,100}]	1209	
30104010	弓箭裤子强化10	104	3	10	10510010		[{0,100}]	1210	
30104011	弓箭裤子强化11	104	3	11	10510011		[{0,100}]	1211	
30104012	弓箭裤子强化12	104	3	12	10510012		[{0,100}]	1212	
30104013	弓箭裤子强化13	104	3	13	10510013		[{0,100}]	1213	
30104014	弓箭裤子强化14	104	3	14	10510014		[{0,100}]	1214	
30104015	弓箭裤子强化15	104	3	15	10510015		[{0,100}]	1215	
30104016	弓箭裤子强化16	104	3	16	10510016		[{0,100}]	1216	
30104017	弓箭裤子强化17	104	3	17	10510017		[{0,100}]	1217	
30104018	弓箭裤子强化18	104	3	18	10510018		[{0,100}]	1218	
30104019	弓箭裤子强化19	104	3	19	10510019		[{0,100}]	1219	
30104020	弓箭裤子强化20	104	3	20	10510020		[{0,100}]	1220	
30104021	弓箭裤子强化21	104	3	21	10510021		[{0,100}]	1221	
30104022	弓箭裤子强化22	104	3	22	10510022		[{0,100}]	1222	
30104023	弓箭裤子强化23	104	3	23	10510023		[{0,100}]	1223	
30104024	弓箭裤子强化24	104	3	24	10510024		[{0,100}]	1224	
30104025	弓箭裤子强化25	104	3	25	10510025		[{0,100}]	1225	
30104026	弓箭裤子强化26	104	3	26	10510026		[{0,100}]	1226	
30104027	弓箭裤子强化27	104	3	27	10510027		[{0,100}]	1227	
30104028	弓箭裤子强化28	104	3	28	10510028		[{0,100}]	1228	
30104029	弓箭裤子强化29	104	3	29	10510029		[{0,100}]	1229	
30104030	弓箭裤子强化30	104	3	30	10510030		[{0,100}]	1230	
30104031	弓箭裤子强化31	104	3	31	10510031		[{0,100}]	1231	
30104032	弓箭裤子强化32	104	3	32	10510032		[{0,100}]	1232	
30104033	弓箭裤子强化33	104	3	33	10510033		[{0,100}]	1233	
30104034	弓箭裤子强化34	104	3	34	10510034		[{0,100}]	1234	
30104035	弓箭裤子强化35	104	3	35	10510035		[{0,100}]	1235	
30104036	弓箭裤子强化36	104	3	36	10510036		[{0,100}]	1236	
30104037	弓箭裤子强化37	104	3	37	10510037		[{0,100}]	1237	
30104038	弓箭裤子强化38	104	3	38	10510038		[{0,100}]	1238	
30104039	弓箭裤子强化39	104	3	39	10510039		[{0,100}]	1239	
30104040	弓箭裤子强化40	104	3	40	10510040		[{0,100}]	1240	
30104041	弓箭裤子强化41	104	3	41	10510041		[{0,100}]	1241	
30104042	弓箭裤子强化42	104	3	42	10510042		[{0,100}]	1242	
30104043	弓箭裤子强化43	104	3	43	10510043		[{0,100}]	1243	
30104044	弓箭裤子强化44	104	3	44	10510044		[{0,100}]	1244	
30104045	弓箭裤子强化45	104	3	45	10510045		[{0,100}]	1245	
30104046	弓箭裤子强化46	104	3	46	10510046		[{0,100}]	1246	
30104047	弓箭裤子强化47	104	3	47	10510047		[{0,100}]	1247	
30104048	弓箭裤子强化48	104	3	48	10510048		[{0,100}]	1248	
30104049	弓箭裤子强化49	104	3	49	10510049		[{0,100}]	1249	
30104050	弓箭裤子强化50	104	3	50	10510050		[{0,100}]	1250	
30104051	弓箭裤子强化51	104	3	51	10510051		[{0,100}]	1251	
30104052	弓箭裤子强化52	104	3	52	10510052		[{0,100}]	1252	
30104053	弓箭裤子强化53	104	3	53	10510053		[{0,100}]	1253	
30104054	弓箭裤子强化54	104	3	54	10510054		[{0,100}]	1254	
30104055	弓箭裤子强化55	104	3	55	10510055		[{0,100}]	1255	
30104056	弓箭裤子强化56	104	3	56	10510056		[{0,100}]	1256	
30104057	弓箭裤子强化57	104	3	57	10510057		[{0,100}]	1257	
30104058	弓箭裤子强化58	104	3	58	10510058		[{0,100}]	1258	
30104059	弓箭裤子强化59	104	3	59	10510059		[{0,100}]	1259	
30104060	弓箭裤子强化60	104	3	60	10510060		[{0,100}]	1260	
30104061	弓箭裤子强化61	104	3	61	10510061		[{0,100}]	1261	
30104062	弓箭裤子强化62	104	3	62	10510062		[{0,100}]	1262	
30104063	弓箭裤子强化63	104	3	63	10510063		[{0,100}]	1263	
30104064	弓箭裤子强化64	104	3	64	10510064		[{0,100}]	1264	
30104065	弓箭裤子强化65	104	3	65	10510065		[{0,100}]	1265	
30104066	弓箭裤子强化66	104	3	66	10510066		[{0,100}]	1266	
30104067	弓箭裤子强化67	104	3	67	10510067		[{0,100}]	1267	
30104068	弓箭裤子强化68	104	3	68	10510068		[{0,100}]	1268	
30104069	弓箭裤子强化69	104	3	69	10510069		[{0,100}]	1269	
30104070	弓箭裤子强化70	104	3	70	10510070		[{0,100}]	1270	
30104071	弓箭裤子强化71	104	3	71	10510071		[{0,100}]	1271	
30104072	弓箭裤子强化72	104	3	72	10510072		[{0,100}]	1272	
30104073	弓箭裤子强化73	104	3	73	10510073		[{0,100}]	1273	
30104074	弓箭裤子强化74	104	3	74	10510074		[{0,100}]	1274	
30104075	弓箭裤子强化75	104	3	75	10510075		[{0,100}]	1275	
30104076	弓箭裤子强化76	104	3	76	10510076		[{0,100}]	1276	
30104077	弓箭裤子强化77	104	3	77	10510077		[{0,100}]	1277	
30104078	弓箭裤子强化78	104	3	78	10510078		[{0,100}]	1278	
30104079	弓箭裤子强化79	104	3	79	10510079		[{0,100}]	1279	
30104080	弓箭裤子强化80	104	3	80	10510080		[{0,100}]	1280	
30104081	弓箭裤子强化81	104	3	81	10510081		[{0,100}]	1281	
30104082	弓箭裤子强化82	104	3	82	10510082		[{0,100}]	1282	
30104083	弓箭裤子强化83	104	3	83	10510083		[{0,100}]	1283	
30104084	弓箭裤子强化84	104	3	84	10510084		[{0,100}]	1284	
30104085	弓箭裤子强化85	104	3	85	10510085		[{0,100}]	1285	
30104086	弓箭裤子强化86	104	3	86	10510086		[{0,100}]	1286	
30104087	弓箭裤子强化87	104	3	87	10510087		[{0,100}]	1287	
30104088	弓箭裤子强化88	104	3	88	10510088		[{0,100}]	1288	
30104089	弓箭裤子强化89	104	3	89	10510089		[{0,100}]	1289	
30104090	弓箭裤子强化90	104	3	90	10510090		[{0,100}]	1290	
30104091	弓箭裤子强化91	104	3	91	10510091		[{0,100}]	1291	
30104092	弓箭裤子强化92	104	3	92	10510092		[{0,100}]	1292	
30104093	弓箭裤子强化93	104	3	93	10510093		[{0,100}]	1293	
30104094	弓箭裤子强化94	104	3	94	10510094		[{0,100}]	1294	
30104095	弓箭裤子强化95	104	3	95	10510095		[{0,100}]	1295	
30104096	弓箭裤子强化96	104	3	96	10510096		[{0,100}]	1296	
30104097	弓箭裤子强化97	104	3	97	10510097		[{0,100}]	1297	
30104098	弓箭裤子强化98	104	3	98	10510098		[{0,100}]	1298	
30104099	弓箭裤子强化99	104	3	99	10510099		[{0,100}]	1299	
30104100	弓箭裤子强化100	104	3	100	10510100		[{0,100}]	1300	
30105000	弓箭鞋子强化0	105	3	0	10610000		[{0,100}]	1	
30105001	弓箭鞋子强化1	105	3	1	10610001		[{0,100}]	1001	
30105002	弓箭鞋子强化2	105	3	2	10610002		[{0,100}]	1002	
30105003	弓箭鞋子强化3	105	3	3	10610003		[{0,100}]	1003	
30105004	弓箭鞋子强化4	105	3	4	10610004		[{0,100}]	1004	
30105005	弓箭鞋子强化5	105	3	5	10610005		[{0,100}]	1005	
30105006	弓箭鞋子强化6	105	3	6	10610006		[{0,100}]	1006	
30105007	弓箭鞋子强化7	105	3	7	10610007		[{0,100}]	1007	
30105008	弓箭鞋子强化8	105	3	8	10610008		[{0,100}]	1008	
30105009	弓箭鞋子强化9	105	3	9	10610009		[{0,100}]	1009	
30105010	弓箭鞋子强化10	105	3	10	10610010		[{0,100}]	1010	
30105011	弓箭鞋子强化11	105	3	11	10610011		[{0,100}]	1011	
30105012	弓箭鞋子强化12	105	3	12	10610012		[{0,100}]	1012	
30105013	弓箭鞋子强化13	105	3	13	10610013		[{0,100}]	1013	
30105014	弓箭鞋子强化14	105	3	14	10610014		[{0,100}]	1014	
30105015	弓箭鞋子强化15	105	3	15	10610015		[{0,100}]	1015	
30105016	弓箭鞋子强化16	105	3	16	10610016		[{0,100}]	1016	
30105017	弓箭鞋子强化17	105	3	17	10610017		[{0,100}]	1017	
30105018	弓箭鞋子强化18	105	3	18	10610018		[{0,100}]	1018	
30105019	弓箭鞋子强化19	105	3	19	10610019		[{0,100}]	1019	
30105020	弓箭鞋子强化20	105	3	20	10610020		[{0,100}]	1020	
30105021	弓箭鞋子强化21	105	3	21	10610021		[{0,100}]	1021	
30105022	弓箭鞋子强化22	105	3	22	10610022		[{0,100}]	1022	
30105023	弓箭鞋子强化23	105	3	23	10610023		[{0,100}]	1023	
30105024	弓箭鞋子强化24	105	3	24	10610024		[{0,100}]	1024	
30105025	弓箭鞋子强化25	105	3	25	10610025		[{0,100}]	1025	
30105026	弓箭鞋子强化26	105	3	26	10610026		[{0,100}]	1026	
30105027	弓箭鞋子强化27	105	3	27	10610027		[{0,100}]	1027	
30105028	弓箭鞋子强化28	105	3	28	10610028		[{0,100}]	1028	
30105029	弓箭鞋子强化29	105	3	29	10610029		[{0,100}]	1029	
30105030	弓箭鞋子强化30	105	3	30	10610030		[{0,100}]	1030	
30105031	弓箭鞋子强化31	105	3	31	10610031		[{0,100}]	1031	
30105032	弓箭鞋子强化32	105	3	32	10610032		[{0,100}]	1032	
30105033	弓箭鞋子强化33	105	3	33	10610033		[{0,100}]	1033	
30105034	弓箭鞋子强化34	105	3	34	10610034		[{0,100}]	1034	
30105035	弓箭鞋子强化35	105	3	35	10610035		[{0,100}]	1035	
30105036	弓箭鞋子强化36	105	3	36	10610036		[{0,100}]	1036	
30105037	弓箭鞋子强化37	105	3	37	10610037		[{0,100}]	1037	
30105038	弓箭鞋子强化38	105	3	38	10610038		[{0,100}]	1038	
30105039	弓箭鞋子强化39	105	3	39	10610039		[{0,100}]	1039	
30105040	弓箭鞋子强化40	105	3	40	10610040		[{0,100}]	1040	
30105041	弓箭鞋子强化41	105	3	41	10610041		[{0,100}]	1041	
30105042	弓箭鞋子强化42	105	3	42	10610042		[{0,100}]	1042	
30105043	弓箭鞋子强化43	105	3	43	10610043		[{0,100}]	1043	
30105044	弓箭鞋子强化44	105	3	44	10610044		[{0,100}]	1044	
30105045	弓箭鞋子强化45	105	3	45	10610045		[{0,100}]	1045	
30105046	弓箭鞋子强化46	105	3	46	10610046		[{0,100}]	1046	
30105047	弓箭鞋子强化47	105	3	47	10610047		[{0,100}]	1047	
30105048	弓箭鞋子强化48	105	3	48	10610048		[{0,100}]	1048	
30105049	弓箭鞋子强化49	105	3	49	10610049		[{0,100}]	1049	
30105050	弓箭鞋子强化50	105	3	50	10610050		[{0,100}]	1050	
30105051	弓箭鞋子强化51	105	3	51	10610051		[{0,100}]	1051	
30105052	弓箭鞋子强化52	105	3	52	10610052		[{0,100}]	1052	
30105053	弓箭鞋子强化53	105	3	53	10610053		[{0,100}]	1053	
30105054	弓箭鞋子强化54	105	3	54	10610054		[{0,100}]	1054	
30105055	弓箭鞋子强化55	105	3	55	10610055		[{0,100}]	1055	
30105056	弓箭鞋子强化56	105	3	56	10610056		[{0,100}]	1056	
30105057	弓箭鞋子强化57	105	3	57	10610057		[{0,100}]	1057	
30105058	弓箭鞋子强化58	105	3	58	10610058		[{0,100}]	1058	
30105059	弓箭鞋子强化59	105	3	59	10610059		[{0,100}]	1059	
30105060	弓箭鞋子强化60	105	3	60	10610060		[{0,100}]	1060	
30105061	弓箭鞋子强化61	105	3	61	10610061		[{0,100}]	1061	
30105062	弓箭鞋子强化62	105	3	62	10610062		[{0,100}]	1062	
30105063	弓箭鞋子强化63	105	3	63	10610063		[{0,100}]	1063	
30105064	弓箭鞋子强化64	105	3	64	10610064		[{0,100}]	1064	
30105065	弓箭鞋子强化65	105	3	65	10610065		[{0,100}]	1065	
30105066	弓箭鞋子强化66	105	3	66	10610066		[{0,100}]	1066	
30105067	弓箭鞋子强化67	105	3	67	10610067		[{0,100}]	1067	
30105068	弓箭鞋子强化68	105	3	68	10610068		[{0,100}]	1068	
30105069	弓箭鞋子强化69	105	3	69	10610069		[{0,100}]	1069	
30105070	弓箭鞋子强化70	105	3	70	10610070		[{0,100}]	1070	
30105071	弓箭鞋子强化71	105	3	71	10610071		[{0,100}]	1071	
30105072	弓箭鞋子强化72	105	3	72	10610072		[{0,100}]	1072	
30105073	弓箭鞋子强化73	105	3	73	10610073		[{0,100}]	1073	
30105074	弓箭鞋子强化74	105	3	74	10610074		[{0,100}]	1074	
30105075	弓箭鞋子强化75	105	3	75	10610075		[{0,100}]	1075	
30105076	弓箭鞋子强化76	105	3	76	10610076		[{0,100}]	1076	
30105077	弓箭鞋子强化77	105	3	77	10610077		[{0,100}]	1077	
30105078	弓箭鞋子强化78	105	3	78	10610078		[{0,100}]	1078	
30105079	弓箭鞋子强化79	105	3	79	10610079		[{0,100}]	1079	
30105080	弓箭鞋子强化80	105	3	80	10610080		[{0,100}]	1080	
30105081	弓箭鞋子强化81	105	3	81	10610081		[{0,100}]	1081	
30105082	弓箭鞋子强化82	105	3	82	10610082		[{0,100}]	1082	
30105083	弓箭鞋子强化83	105	3	83	10610083		[{0,100}]	1083	
30105084	弓箭鞋子强化84	105	3	84	10610084		[{0,100}]	1084	
30105085	弓箭鞋子强化85	105	3	85	10610085		[{0,100}]	1085	
30105086	弓箭鞋子强化86	105	3	86	10610086		[{0,100}]	1086	
30105087	弓箭鞋子强化87	105	3	87	10610087		[{0,100}]	1087	
30105088	弓箭鞋子强化88	105	3	88	10610088		[{0,100}]	1088	
30105089	弓箭鞋子强化89	105	3	89	10610089		[{0,100}]	1089	
30105090	弓箭鞋子强化90	105	3	90	10610090		[{0,100}]	1090	
30105091	弓箭鞋子强化91	105	3	91	10610091		[{0,100}]	1091	
30105092	弓箭鞋子强化92	105	3	92	10610092		[{0,100}]	1092	
30105093	弓箭鞋子强化93	105	3	93	10610093		[{0,100}]	1093	
30105094	弓箭鞋子强化94	105	3	94	10610094		[{0,100}]	1094	
30105095	弓箭鞋子强化95	105	3	95	10610095		[{0,100}]	1095	
30105096	弓箭鞋子强化96	105	3	96	10610096		[{0,100}]	1096	
30105097	弓箭鞋子强化97	105	3	97	10610097		[{0,100}]	1097	
30105098	弓箭鞋子强化98	105	3	98	10610098		[{0,100}]	1098	
30105099	弓箭鞋子强化99	105	3	99	10610099		[{0,100}]	1099	
30105100	弓箭鞋子强化100	105	3	100	10610100		[{0,100}]	1100	
30107000	弓箭戒指强化0	107	3	0	10710000		[{0,100}]	1	
30107001	弓箭戒指强化1	107	3	1	10710001		[{0,100}]	1201	
30107002	弓箭戒指强化2	107	3	2	10710002		[{0,100}]	1202	
30107003	弓箭戒指强化3	107	3	3	10710003		[{0,100}]	1203	
30107004	弓箭戒指强化4	107	3	4	10710004		[{0,100}]	1204	
30107005	弓箭戒指强化5	107	3	5	10710005		[{0,100}]	1205	
30107006	弓箭戒指强化6	107	3	6	10710006		[{0,100}]	1206	
30107007	弓箭戒指强化7	107	3	7	10710007		[{0,100}]	1207	
30107008	弓箭戒指强化8	107	3	8	10710008		[{0,100}]	1208	
30107009	弓箭戒指强化9	107	3	9	10710009		[{0,100}]	1209	
30107010	弓箭戒指强化10	107	3	10	10710010		[{0,100}]	1210	
30107011	弓箭戒指强化11	107	3	11	10710011		[{0,100}]	1211	
30107012	弓箭戒指强化12	107	3	12	10710012		[{0,100}]	1212	
30107013	弓箭戒指强化13	107	3	13	10710013		[{0,100}]	1213	
30107014	弓箭戒指强化14	107	3	14	10710014		[{0,100}]	1214	
30107015	弓箭戒指强化15	107	3	15	10710015		[{0,100}]	1215	
30107016	弓箭戒指强化16	107	3	16	10710016		[{0,100}]	1216	
30107017	弓箭戒指强化17	107	3	17	10710017		[{0,100}]	1217	
30107018	弓箭戒指强化18	107	3	18	10710018		[{0,100}]	1218	
30107019	弓箭戒指强化19	107	3	19	10710019		[{0,100}]	1219	
30107020	弓箭戒指强化20	107	3	20	10710020		[{0,100}]	1220	
30107021	弓箭戒指强化21	107	3	21	10710021		[{0,100}]	1221	
30107022	弓箭戒指强化22	107	3	22	10710022		[{0,100}]	1222	
30107023	弓箭戒指强化23	107	3	23	10710023		[{0,100}]	1223	
30107024	弓箭戒指强化24	107	3	24	10710024		[{0,100}]	1224	
30107025	弓箭戒指强化25	107	3	25	10710025		[{0,100}]	1225	
30107026	弓箭戒指强化26	107	3	26	10710026		[{0,100}]	1226	
30107027	弓箭戒指强化27	107	3	27	10710027		[{0,100}]	1227	
30107028	弓箭戒指强化28	107	3	28	10710028		[{0,100}]	1228	
30107029	弓箭戒指强化29	107	3	29	10710029		[{0,100}]	1229	
30107030	弓箭戒指强化30	107	3	30	10710030		[{0,100}]	1230	
30107031	弓箭戒指强化31	107	3	31	10710031		[{0,100}]	1231	
30107032	弓箭戒指强化32	107	3	32	10710032		[{0,100}]	1232	
30107033	弓箭戒指强化33	107	3	33	10710033		[{0,100}]	1233	
30107034	弓箭戒指强化34	107	3	34	10710034		[{0,100}]	1234	
30107035	弓箭戒指强化35	107	3	35	10710035		[{0,100}]	1235	
30107036	弓箭戒指强化36	107	3	36	10710036		[{0,100}]	1236	
30107037	弓箭戒指强化37	107	3	37	10710037		[{0,100}]	1237	
30107038	弓箭戒指强化38	107	3	38	10710038		[{0,100}]	1238	
30107039	弓箭戒指强化39	107	3	39	10710039		[{0,100}]	1239	
30107040	弓箭戒指强化40	107	3	40	10710040		[{0,100}]	1240	
30107041	弓箭戒指强化41	107	3	41	10710041		[{0,100}]	1241	
30107042	弓箭戒指强化42	107	3	42	10710042		[{0,100}]	1242	
30107043	弓箭戒指强化43	107	3	43	10710043		[{0,100}]	1243	
30107044	弓箭戒指强化44	107	3	44	10710044		[{0,100}]	1244	
30107045	弓箭戒指强化45	107	3	45	10710045		[{0,100}]	1245	
30107046	弓箭戒指强化46	107	3	46	10710046		[{0,100}]	1246	
30107047	弓箭戒指强化47	107	3	47	10710047		[{0,100}]	1247	
30107048	弓箭戒指强化48	107	3	48	10710048		[{0,100}]	1248	
30107049	弓箭戒指强化49	107	3	49	10710049		[{0,100}]	1249	
30107050	弓箭戒指强化50	107	3	50	10710050		[{0,100}]	1250	
30107051	弓箭戒指强化51	107	3	51	10710051		[{0,100}]	1251	
30107052	弓箭戒指强化52	107	3	52	10710052		[{0,100}]	1252	
30107053	弓箭戒指强化53	107	3	53	10710053		[{0,100}]	1253	
30107054	弓箭戒指强化54	107	3	54	10710054		[{0,100}]	1254	
30107055	弓箭戒指强化55	107	3	55	10710055		[{0,100}]	1255	
30107056	弓箭戒指强化56	107	3	56	10710056		[{0,100}]	1256	
30107057	弓箭戒指强化57	107	3	57	10710057		[{0,100}]	1257	
30107058	弓箭戒指强化58	107	3	58	10710058		[{0,100}]	1258	
30107059	弓箭戒指强化59	107	3	59	10710059		[{0,100}]	1259	
30107060	弓箭戒指强化60	107	3	60	10710060		[{0,100}]	1260	
30107061	弓箭戒指强化61	107	3	61	10710061		[{0,100}]	1261	
30107062	弓箭戒指强化62	107	3	62	10710062		[{0,100}]	1262	
